date,price,volume,case
Aug 06 2015 01: +0,0.03,66166,Operation Breakout Weapon Case
Aug 07 2015 01: +0,0.03,68718,Operation Breakout Weapon Case
Aug 08 2015 01: +0,0.03,69741,Operation Breakout Weapon Case
Aug 09 2015 01: +0,0.03,72719,Operation Breakout Weapon Case
Aug 10 2015 01: +0,0.03,74828,Operation Breakout Weapon Case
Aug 11 2015 01: +0,0.03,72462,Operation Breakout Weapon Case
Aug 12 2015 01: +0,0.03,69652,Operation Breakout Weapon Case
Aug 13 2015 01: +0,0.03,68673,Operation Breakout Weapon Case
Aug 14 2015 01: +0,0.03,69744,Operation Breakout Weapon Case
Aug 15 2015 01: +0,0.03,64611,Operation Breakout Weapon Case
Aug 16 2015 01: +0,0.03,66299,Operation Breakout Weapon Case
Aug 17 2015 01: +0,0.03,64562,Operation Breakout Weapon Case
Aug 18 2015 01: +0,0.03,61195,Operation Breakout Weapon Case
Aug 19 2015 01: +0,0.03,72471,Operation Breakout Weapon Case
Aug 20 2015 01: +0,0.03,65660,Operation Breakout Weapon Case
Aug 21 2015 01: +0,0.03,77636,Operation Breakout Weapon Case
Aug 22 2015 01: +0,0.03,71223,Operation Breakout Weapon Case
Aug 23 2015 01: +0,0.03,67243,Operation Breakout Weapon Case
Aug 24 2015 01: +0,0.03,72147,Operation Breakout Weapon Case
Aug 25 2015 01: +0,0.03,69896,Operation Breakout Weapon Case
Aug 26 2015 01: +0,0.03,73031,Operation Breakout Weapon Case
Aug 27 2015 01: +0,0.03,69757,Operation Breakout Weapon Case
Aug 28 2015 01: +0,0.03,82908,Operation Breakout Weapon Case
Aug 29 2015 01: +0,0.03,79676,Operation Breakout Weapon Case
Aug 30 2015 01: +0,0.03,83165,Operation Breakout Weapon Case
Aug 31 2015 01: +0,0.03,77854,Operation Breakout Weapon Case
Sep 01 2015 01: +0,0.03,79263,Operation Breakout Weapon Case
Sep 02 2015 01: +0,0.03,80904,Operation Breakout Weapon Case
Sep 03 2015 01: +0,0.03,80167,Operation Breakout Weapon Case
Sep 04 2015 01: +0,0.03,80333,Operation Breakout Weapon Case
Sep 05 2015 01: +0,0.03,88256,Operation Breakout Weapon Case
Sep 06 2015 01: +0,0.03,83026,Operation Breakout Weapon Case
Sep 07 2015 01: +0,0.03,77826,Operation Breakout Weapon Case
Sep 08 2015 01: +0,0.03,76118,Operation Breakout Weapon Case
Sep 09 2015 01: +0,0.03,62906,Operation Breakout Weapon Case
Sep 10 2015 01: +0,0.03,76577,Operation Breakout Weapon Case
Sep 11 2015 01: +0,0.03,79957,Operation Breakout Weapon Case
Sep 12 2015 01: +0,0.03,99914,Operation Breakout Weapon Case
Sep 13 2015 01: +0,0.03,82009,Operation Breakout Weapon Case
Sep 14 2015 01: +0,0.03,63750,Operation Breakout Weapon Case
Sep 15 2015 01: +0,0.03,63504,Operation Breakout Weapon Case
Sep 16 2015 01: +0,0.03,68069,Operation Breakout Weapon Case
Sep 17 2015 01: +0,0.03,65452,Operation Breakout Weapon Case
Sep 18 2015 01: +0,0.03,93882,Operation Breakout Weapon Case
Sep 19 2015 01: +0,0.03,118686,Operation Breakout Weapon Case
Sep 20 2015 01: +0,0.03,119915,Operation Breakout Weapon Case
Sep 21 2015 01: +0,0.03,98501,Operation Breakout Weapon Case
Sep 22 2015 01: +0,0.03,103939,Operation Breakout Weapon Case
Sep 23 2015 01: +0,0.03,104031,Operation Breakout Weapon Case
Sep 24 2015 01: +0,0.03,118354,Operation Breakout Weapon Case
Sep 25 2015 01: +0,0.03,104898,Operation Breakout Weapon Case
Sep 26 2015 01: +0,0.03,93874,Operation Breakout Weapon Case
Sep 27 2015 01: +0,0.03,90851,Operation Breakout Weapon Case
Sep 28 2015 01: +0,0.03,80673,Operation Breakout Weapon Case
Sep 29 2015 01: +0,0.03,77454,Operation Breakout Weapon Case
Sep 30 2015 01: +0,0.03,81885,Operation Breakout Weapon Case
Oct 01 2015 01: +0,0.03,74704,Operation Breakout Weapon Case
Oct 02 2015 01: +0,0.03,82907,Operation Breakout Weapon Case
Oct 03 2015 01: +0,0.03,99209,Operation Breakout Weapon Case
Oct 04 2015 01: +0,0.03,80797,Operation Breakout Weapon Case
Oct 05 2015 01: +0,0.03,81129,Operation Breakout Weapon Case
Oct 06 2015 01: +0,0.03,120529,Operation Breakout Weapon Case
Oct 07 2015 01: +0,0.03,138430,Operation Breakout Weapon Case
Oct 08 2015 01: +0,0.03,118808,Operation Breakout Weapon Case
Oct 09 2015 01: +0,0.03,112486,Operation Breakout Weapon Case
Oct 10 2015 01: +0,0.03,112066,Operation Breakout Weapon Case
Oct 11 2015 01: +0,0.03,123629,Operation Breakout Weapon Case
Oct 12 2015 01: +0,0.03,119798,Operation Breakout Weapon Case
Oct 13 2015 01: +0,0.03,165220,Operation Breakout Weapon Case
Oct 14 2015 01: +0,0.03,231692,Operation Breakout Weapon Case
Oct 15 2015 01: +0,0.03,237423,Operation Breakout Weapon Case
Oct 16 2015 01: +0,0.03,196466,Operation Breakout Weapon Case
Oct 17 2015 01: +0,0.03,208750,Operation Breakout Weapon Case
Oct 18 2015 01: +0,0.03,207425,Operation Breakout Weapon Case
Oct 19 2015 01: +0,0.03,133180,Operation Breakout Weapon Case
Oct 20 2015 01: +0,0.03,220643,Operation Breakout Weapon Case
Oct 21 2015 01: +0,0.03,145104,Operation Breakout Weapon Case
Oct 22 2015 01: +0,0.03,115822,Operation Breakout Weapon Case
Oct 23 2015 01: +0,0.03,217447,Operation Breakout Weapon Case
Oct 24 2015 01: +0,0.03,137985,Operation Breakout Weapon Case
Oct 25 2015 01: +0,0.03,121230,Operation Breakout Weapon Case
Oct 26 2015 01: +0,0.03,98212,Operation Breakout Weapon Case
Oct 27 2015 01: +0,0.03,96188,Operation Breakout Weapon Case
Oct 28 2015 01: +0,0.03,86407,Operation Breakout Weapon Case
Oct 29 2015 01: +0,0.03,84185,Operation Breakout Weapon Case
Oct 30 2015 01: +0,0.03,96611,Operation Breakout Weapon Case
Oct 31 2015 01: +0,0.03,107782,Operation Breakout Weapon Case
Nov 01 2015 01: +0,0.03,123303,Operation Breakout Weapon Case
Nov 02 2015 01: +0,0.03,98206,Operation Breakout Weapon Case
Nov 03 2015 01: +0,0.03,85656,Operation Breakout Weapon Case
Nov 04 2015 01: +0,0.03,96022,Operation Breakout Weapon Case
Nov 05 2015 01: +0,0.03,93572,Operation Breakout Weapon Case
Nov 06 2015 01: +0,0.03,101294,Operation Breakout Weapon Case
Nov 07 2015 01: +0,0.03,103865,Operation Breakout Weapon Case
Nov 08 2015 01: +0,0.03,102981,Operation Breakout Weapon Case
Nov 09 2015 01: +0,0.03,79425,Operation Breakout Weapon Case
Nov 10 2015 01: +0,0.03,69200,Operation Breakout Weapon Case
Nov 11 2015 01: +0,0.03,70332,Operation Breakout Weapon Case
Nov 12 2015 01: +0,0.03,70647,Operation Breakout Weapon Case
Nov 13 2015 01: +0,0.03,88424,Operation Breakout Weapon Case
Nov 14 2015 01: +0,0.03,95429,Operation Breakout Weapon Case
Nov 15 2015 01: +0,0.03,97418,Operation Breakout Weapon Case
Nov 16 2015 01: +0,0.03,464096,Operation Breakout Weapon Case
Nov 17 2015 01: +0,0.03,323055,Operation Breakout Weapon Case
Nov 18 2015 01: +0,0.032,230489,Operation Breakout Weapon Case
Nov 19 2015 01: +0,0.031,209328,Operation Breakout Weapon Case
Nov 20 2015 01: +0,0.03,204553,Operation Breakout Weapon Case
Nov 21 2015 01: +0,0.032,281894,Operation Breakout Weapon Case
Nov 22 2015 01: +0,0.03,259784,Operation Breakout Weapon Case
Nov 23 2015 01: +0,0.03,251704,Operation Breakout Weapon Case
Nov 24 2015 01: +0,0.03,224403,Operation Breakout Weapon Case
Nov 25 2015 01: +0,0.03,225635,Operation Breakout Weapon Case
Nov 26 2015 01: +0,0.03,217321,Operation Breakout Weapon Case
Nov 27 2015 01: +0,0.03,228206,Operation Breakout Weapon Case
Nov 28 2015 01: +0,0.03,240753,Operation Breakout Weapon Case
Nov 29 2015 01: +0,0.03,183232,Operation Breakout Weapon Case
Nov 30 2015 01: +0,0.03,143548,Operation Breakout Weapon Case
Dec 01 2015 01: +0,0.03,143775,Operation Breakout Weapon Case
Dec 02 2015 01: +0,0.03,154826,Operation Breakout Weapon Case
Dec 03 2015 01: +0,0.03,157524,Operation Breakout Weapon Case
Dec 04 2015 01: +0,0.03,172721,Operation Breakout Weapon Case
Dec 05 2015 01: +0,0.03,176544,Operation Breakout Weapon Case
Dec 06 2015 01: +0,0.03,189752,Operation Breakout Weapon Case
Dec 07 2015 01: +0,0.03,204923,Operation Breakout Weapon Case
Dec 08 2015 01: +0,0.03,174885,Operation Breakout Weapon Case
Dec 09 2015 01: +0,0.03,212575,Operation Breakout Weapon Case
Dec 10 2015 01: +0,0.03,221997,Operation Breakout Weapon Case
Dec 11 2015 01: +0,0.03,209927,Operation Breakout Weapon Case
Dec 12 2015 01: +0,0.03,216369,Operation Breakout Weapon Case
Dec 13 2015 01: +0,0.03,192062,Operation Breakout Weapon Case
Dec 14 2015 01: +0,0.03,153311,Operation Breakout Weapon Case
Dec 15 2015 01: +0,0.03,173583,Operation Breakout Weapon Case
Dec 16 2015 01: +0,0.03,164416,Operation Breakout Weapon Case
Dec 17 2015 01: +0,0.03,96791,Operation Breakout Weapon Case
Dec 18 2015 01: +0,0.03,113732,Operation Breakout Weapon Case
Dec 19 2015 01: +0,0.03,121360,Operation Breakout Weapon Case
Dec 20 2015 01: +0,0.03,118130,Operation Breakout Weapon Case
Dec 21 2015 01: +0,0.03,116530,Operation Breakout Weapon Case
Dec 22 2015 01: +0,0.03,104874,Operation Breakout Weapon Case
Dec 23 2015 01: +0,0.03,117489,Operation Breakout Weapon Case
Dec 24 2015 01: +0,0.03,120494,Operation Breakout Weapon Case
Dec 25 2015 01: +0,0.03,117165,Operation Breakout Weapon Case
Dec 26 2015 01: +0,0.03,146676,Operation Breakout Weapon Case
Dec 27 2015 01: +0,0.03,137084,Operation Breakout Weapon Case
Dec 28 2015 01: +0,0.03,130211,Operation Breakout Weapon Case
Dec 29 2015 01: +0,0.03,119051,Operation Breakout Weapon Case
Dec 30 2015 01: +0,0.03,117688,Operation Breakout Weapon Case
Dec 31 2015 01: +0,0.03,111861,Operation Breakout Weapon Case
Jan 01 2016 01: +0,0.03,116895,Operation Breakout Weapon Case
Jan 02 2016 01: +0,0.03,121941,Operation Breakout Weapon Case
Jan 03 2016 01: +0,0.03,130163,Operation Breakout Weapon Case
Jan 04 2016 01: +0,0.03,116089,Operation Breakout Weapon Case
Jan 05 2016 01: +0,0.03,101811,Operation Breakout Weapon Case
Jan 06 2016 01: +0,0.03,105111,Operation Breakout Weapon Case
Jan 07 2016 01: +0,0.03,115952,Operation Breakout Weapon Case
Jan 08 2016 01: +0,0.03,106845,Operation Breakout Weapon Case
Jan 09 2016 01: +0,0.03,125984,Operation Breakout Weapon Case
Jan 10 2016 01: +0,0.03,120117,Operation Breakout Weapon Case
Jan 11 2016 01: +0,0.03,96715,Operation Breakout Weapon Case
Jan 12 2016 01: +0,0.03,112714,Operation Breakout Weapon Case
Jan 13 2016 01: +0,0.03,96406,Operation Breakout Weapon Case
Jan 14 2016 01: +0,0.03,99777,Operation Breakout Weapon Case
Jan 15 2016 01: +0,0.03,117657,Operation Breakout Weapon Case
Jan 16 2016 01: +0,0.03,144522,Operation Breakout Weapon Case
Jan 17 2016 01: +0,0.03,133150,Operation Breakout Weapon Case
Jan 18 2016 01: +0,0.03,109867,Operation Breakout Weapon Case
Jan 19 2016 01: +0,0.03,95481,Operation Breakout Weapon Case
Jan 20 2016 01: +0,0.03,95775,Operation Breakout Weapon Case
Jan 21 2016 01: +0,0.03,91907,Operation Breakout Weapon Case
Jan 22 2016 01: +0,0.03,107357,Operation Breakout Weapon Case
Jan 23 2016 01: +0,0.03,111549,Operation Breakout Weapon Case
Jan 24 2016 01: +0,0.03,105972,Operation Breakout Weapon Case
Jan 25 2016 01: +0,0.03,100416,Operation Breakout Weapon Case
Jan 26 2016 01: +0,0.03,102103,Operation Breakout Weapon Case
Jan 27 2016 01: +0,0.03,92716,Operation Breakout Weapon Case
Jan 28 2016 01: +0,0.03,102126,Operation Breakout Weapon Case
Jan 29 2016 01: +0,0.03,109598,Operation Breakout Weapon Case
Jan 30 2016 01: +0,0.03,108372,Operation Breakout Weapon Case
Jan 31 2016 01: +0,0.03,114025,Operation Breakout Weapon Case
Feb 01 2016 01: +0,0.03,91097,Operation Breakout Weapon Case
Feb 02 2016 01: +0,0.03,91310,Operation Breakout Weapon Case
Feb 03 2016 01: +0,0.03,96740,Operation Breakout Weapon Case
Feb 04 2016 01: +0,0.03,102629,Operation Breakout Weapon Case
Feb 05 2016 01: +0,0.03,124225,Operation Breakout Weapon Case
Feb 06 2016 01: +0,0.03,125798,Operation Breakout Weapon Case
Feb 07 2016 01: +0,0.03,126467,Operation Breakout Weapon Case
Feb 08 2016 01: +0,0.03,92399,Operation Breakout Weapon Case
Feb 09 2016 01: +0,0.03,85578,Operation Breakout Weapon Case
Feb 10 2016 01: +0,0.03,88752,Operation Breakout Weapon Case
Feb 11 2016 01: +0,0.03,83770,Operation Breakout Weapon Case
Feb 12 2016 01: +0,0.03,85892,Operation Breakout Weapon Case
Feb 13 2016 01: +0,0.03,94606,Operation Breakout Weapon Case
Feb 14 2016 01: +0,0.03,90676,Operation Breakout Weapon Case
Feb 15 2016 01: +0,0.03,81479,Operation Breakout Weapon Case
Feb 16 2016 01: +0,0.03,77284,Operation Breakout Weapon Case
Feb 17 2016 01: +0,0.03,79387,Operation Breakout Weapon Case
Feb 18 2016 01: +0,0.03,137400,Operation Breakout Weapon Case
Feb 19 2016 01: +0,0.03,108768,Operation Breakout Weapon Case
Feb 20 2016 01: +0,0.03,112559,Operation Breakout Weapon Case
Feb 21 2016 01: +0,0.03,103666,Operation Breakout Weapon Case
Feb 22 2016 01: +0,0.03,94084,Operation Breakout Weapon Case
Feb 23 2016 01: +0,0.03,99595,Operation Breakout Weapon Case
Feb 24 2016 01: +0,0.03,106740,Operation Breakout Weapon Case
Feb 25 2016 01: +0,0.03,107181,Operation Breakout Weapon Case
Feb 26 2016 01: +0,0.03,97088,Operation Breakout Weapon Case
Feb 27 2016 01: +0,0.03,113662,Operation Breakout Weapon Case
Feb 28 2016 01: +0,0.03,73093,Operation Breakout Weapon Case
Feb 29 2016 01: +0,0.03,94373,Operation Breakout Weapon Case
Mar 01 2016 01: +0,0.03,92100,Operation Breakout Weapon Case
Mar 02 2016 01: +0,0.03,82041,Operation Breakout Weapon Case
Mar 03 2016 01: +0,0.03,115265,Operation Breakout Weapon Case
Mar 04 2016 01: +0,0.03,104807,Operation Breakout Weapon Case
Mar 05 2016 01: +0,0.03,141158,Operation Breakout Weapon Case
Mar 06 2016 01: +0,0.03,101838,Operation Breakout Weapon Case
Mar 07 2016 01: +0,0.03,94063,Operation Breakout Weapon Case
Mar 08 2016 01: +0,0.03,91671,Operation Breakout Weapon Case
Mar 09 2016 01: +0,0.03,76071,Operation Breakout Weapon Case
Mar 10 2016 01: +0,0.03,63988,Operation Breakout Weapon Case
Mar 11 2016 01: +0,0.03,60477,Operation Breakout Weapon Case
Mar 12 2016 01: +0,0.03,81252,Operation Breakout Weapon Case
Mar 13 2016 01: +0,0.03,73734,Operation Breakout Weapon Case
Mar 14 2016 01: +0,0.03,67800,Operation Breakout Weapon Case
Mar 15 2016 01: +0,0.03,56656,Operation Breakout Weapon Case
Mar 16 2016 01: +0,0.03,58863,Operation Breakout Weapon Case
Mar 17 2016 01: +0,0.03,66206,Operation Breakout Weapon Case
Mar 18 2016 01: +0,0.03,61886,Operation Breakout Weapon Case
Mar 19 2016 01: +0,0.03,66084,Operation Breakout Weapon Case
Mar 20 2016 01: +0,0.03,65632,Operation Breakout Weapon Case
Mar 21 2016 01: +0,0.03,54649,Operation Breakout Weapon Case
Mar 22 2016 01: +0,0.03,56704,Operation Breakout Weapon Case
Mar 23 2016 01: +0,0.03,54298,Operation Breakout Weapon Case
Mar 24 2016 01: +0,0.03,61288,Operation Breakout Weapon Case
Mar 25 2016 01: +0,0.03,67445,Operation Breakout Weapon Case
Mar 26 2016 01: +0,0.03,64657,Operation Breakout Weapon Case
Mar 27 2016 01: +0,0.03,72475,Operation Breakout Weapon Case
Mar 28 2016 01: +0,0.03,69045,Operation Breakout Weapon Case
Mar 29 2016 01: +0,0.03,65957,Operation Breakout Weapon Case
Mar 30 2016 01: +0,0.03,68687,Operation Breakout Weapon Case
Mar 31 2016 01: +0,0.03,72759,Operation Breakout Weapon Case
Apr 01 2016 01: +0,0.03,77989,Operation Breakout Weapon Case
Apr 02 2016 01: +0,0.03,80018,Operation Breakout Weapon Case
Apr 03 2016 01: +0,0.03,93549,Operation Breakout Weapon Case
Apr 04 2016 01: +0,0.03,88003,Operation Breakout Weapon Case
Apr 05 2016 01: +0,0.03,76091,Operation Breakout Weapon Case
Apr 06 2016 01: +0,0.03,72556,Operation Breakout Weapon Case
Apr 07 2016 01: +0,0.03,85329,Operation Breakout Weapon Case
Apr 08 2016 01: +0,0.03,81015,Operation Breakout Weapon Case
Apr 09 2016 01: +0,0.03,89908,Operation Breakout Weapon Case
Apr 10 2016 01: +0,0.03,86553,Operation Breakout Weapon Case
Apr 11 2016 01: +0,0.03,64325,Operation Breakout Weapon Case
Apr 12 2016 01: +0,0.03,62832,Operation Breakout Weapon Case
Apr 13 2016 01: +0,0.03,61459,Operation Breakout Weapon Case
Apr 14 2016 01: +0,0.03,68069,Operation Breakout Weapon Case
Apr 15 2016 01: +0,0.03,72933,Operation Breakout Weapon Case
Apr 16 2016 01: +0,0.03,76590,Operation Breakout Weapon Case
Apr 17 2016 01: +0,0.03,77086,Operation Breakout Weapon Case
Apr 18 2016 01: +0,0.03,70005,Operation Breakout Weapon Case
Apr 19 2016 01: +0,0.03,64410,Operation Breakout Weapon Case
Apr 20 2016 01: +0,0.03,63846,Operation Breakout Weapon Case
Apr 21 2016 01: +0,0.03,64517,Operation Breakout Weapon Case
Apr 22 2016 01: +0,0.03,65153,Operation Breakout Weapon Case
Apr 23 2016 01: +0,0.03,64673,Operation Breakout Weapon Case
Apr 24 2016 01: +0,0.03,78370,Operation Breakout Weapon Case
Apr 25 2016 01: +0,0.03,65604,Operation Breakout Weapon Case
Apr 26 2016 01: +0,0.03,60364,Operation Breakout Weapon Case
Apr 27 2016 01: +0,0.03,60258,Operation Breakout Weapon Case
Apr 28 2016 01: +0,0.032,270814,Operation Breakout Weapon Case
Apr 29 2016 01: +0,0.035,230596,Operation Breakout Weapon Case
Apr 30 2016 01: +0,0.037,132666,Operation Breakout Weapon Case
May 01 2016 01: +0,0.038,136706,Operation Breakout Weapon Case
May 02 2016 01: +0,0.039,116868,Operation Breakout Weapon Case
May 03 2016 01: +0,0.04,177003,Operation Breakout Weapon Case
May 04 2016 01: +0,0.045,213043,Operation Breakout Weapon Case
May 05 2016 01: +0,0.054,239587,Operation Breakout Weapon Case
May 06 2016 01: +0,0.071,235833,Operation Breakout Weapon Case
May 07 2016 01: +0,0.062,128458,Operation Breakout Weapon Case
May 08 2016 01: +0,0.053,91139,Operation Breakout Weapon Case
May 09 2016 01: +0,0.052,89620,Operation Breakout Weapon Case
May 10 2016 01: +0,0.055,72448,Operation Breakout Weapon Case
May 11 2016 01: +0,0.051,67069,Operation Breakout Weapon Case
May 12 2016 01: +0,0.049,70848,Operation Breakout Weapon Case
May 13 2016 01: +0,0.048,67484,Operation Breakout Weapon Case
May 14 2016 01: +0,0.044,67785,Operation Breakout Weapon Case
May 15 2016 01: +0,0.041,63735,Operation Breakout Weapon Case
May 16 2016 01: +0,0.042,60613,Operation Breakout Weapon Case
May 17 2016 01: +0,0.041,60003,Operation Breakout Weapon Case
May 18 2016 01: +0,0.04,52039,Operation Breakout Weapon Case
May 19 2016 01: +0,0.04,49760,Operation Breakout Weapon Case
May 20 2016 01: +0,0.039,56902,Operation Breakout Weapon Case
May 21 2016 01: +0,0.039,53527,Operation Breakout Weapon Case
May 22 2016 01: +0,0.036,51418,Operation Breakout Weapon Case
May 23 2016 01: +0,0.036,41417,Operation Breakout Weapon Case
May 24 2016 01: +0,0.035,37214,Operation Breakout Weapon Case
May 25 2016 01: +0,0.031,39331,Operation Breakout Weapon Case
May 26 2016 01: +0,0.035,41958,Operation Breakout Weapon Case
May 27 2016 01: +0,0.032,43810,Operation Breakout Weapon Case
May 28 2016 01: +0,0.03,42811,Operation Breakout Weapon Case
May 29 2016 01: +0,0.032,38828,Operation Breakout Weapon Case
May 30 2016 01: +0,0.031,40020,Operation Breakout Weapon Case
May 31 2016 01: +0,0.033,36801,Operation Breakout Weapon Case
Jun 01 2016 01: +0,0.033,40136,Operation Breakout Weapon Case
Jun 02 2016 01: +0,0.032,40300,Operation Breakout Weapon Case
Jun 03 2016 01: +0,0.032,43489,Operation Breakout Weapon Case
Jun 04 2016 01: +0,0.032,40972,Operation Breakout Weapon Case
Jun 05 2016 01: +0,0.03,38641,Operation Breakout Weapon Case
Jun 06 2016 01: +0,0.03,40831,Operation Breakout Weapon Case
Jun 07 2016 01: +0,0.03,31966,Operation Breakout Weapon Case
Jun 08 2016 01: +0,0.03,31145,Operation Breakout Weapon Case
Jun 09 2016 01: +0,0.032,36357,Operation Breakout Weapon Case
Jun 10 2016 01: +0,0.03,31376,Operation Breakout Weapon Case
Jun 11 2016 01: +0,0.031,40739,Operation Breakout Weapon Case
Jun 12 2016 01: +0,0.035,34558,Operation Breakout Weapon Case
Jun 13 2016 01: +0,0.03,34428,Operation Breakout Weapon Case
Jun 14 2016 01: +0,0.03,35687,Operation Breakout Weapon Case
Jun 15 2016 01: +0,0.03,30169,Operation Breakout Weapon Case
Jun 16 2016 01: +0,0.033,39512,Operation Breakout Weapon Case
Jun 17 2016 01: +0,0.03,38896,Operation Breakout Weapon Case
Jun 18 2016 01: +0,0.031,42131,Operation Breakout Weapon Case
Jun 19 2016 01: +0,0.03,41510,Operation Breakout Weapon Case
Jun 20 2016 01: +0,0.03,36646,Operation Breakout Weapon Case
Jun 21 2016 01: +0,0.03,37102,Operation Breakout Weapon Case
Jun 22 2016 01: +0,0.03,30412,Operation Breakout Weapon Case
Jun 23 2016 01: +0,0.03,34181,Operation Breakout Weapon Case
Jun 24 2016 01: +0,0.03,34122,Operation Breakout Weapon Case
Jun 25 2016 01: +0,0.03,37147,Operation Breakout Weapon Case
Jun 26 2016 01: +0,0.03,53884,Operation Breakout Weapon Case
Jun 27 2016 01: +0,0.03,45784,Operation Breakout Weapon Case
Jun 28 2016 01: +0,0.03,49137,Operation Breakout Weapon Case
Jun 29 2016 01: +0,0.03,33331,Operation Breakout Weapon Case
Jun 30 2016 01: +0,0.03,35622,Operation Breakout Weapon Case
